1150 ta/to.||| max x_gap: 135.0||| mean x_gap: 135.0||| median x_gap: 135.0
tt 1953 31,5 %||| max x_gap: 291.0||| mean x_gap: 214.333333333||| median x_gap: 245.0
it 1954 55 %||| max x_gap: 290.0||| mean x_gap: 214.333333333||| median x_gap: 198.0
ti 1955 59 %||| max x_gap: 290.0||| mean x_gap: 214.0||| median x_gap: 200.0
it 1956 132,5 %+)||| max x_gap: 279.0||| mean x_gap: 228.333333333||| median x_gap: 246.0
ti 1957 112 %||| max x_gap: 290.0||| mean x_gap: 213.666666667||| median x_gap: 197.0
ti 1958 100 %||| max x_gap: 291.0||| mean x_gap: 214.333333333||| median x_gap: 200.0
ti 1959 153,25 %||| max x_gap: 291.0||| mean x_gap: 214.333333333||| median x_gap: 270.0
tt 1960 327 %||| max x_gap: 280.0||| mean x_gap: 210.333333333||| median x_gap: 199.0
tt 1961 287 %||| max x_gap: 277.0||| mean x_gap: 209.666666667||| median x_gap: 200.0
tt 1962 148 %||| max x_gap: 278.0||| mean x_gap: 210.333333333||| median x_gap: 199.0
tt 1963 199 %||| max x_gap: 280.0||| mean x_gap: 210.333333333||| median x_gap: 199.0
30.Sept. 1964 227 %||| max x_gap: 286.0||| mean x_gap: 213.0||| median x_gap: 202.0
1964: i.V. 5:2 zu 175 %; Abschlag 10,5 %||| max x_gap: 332.0||| mean x_gap: 128.833333333||| median x_gap: 75.5
31.12.1962 31.12.1963||| max x_gap: 215.0||| mean x_gap: 215.0||| median x_gap: 215.0
Anlagevermögen 81 875 88 612||| max x_gap: 194.0||| mean x_gap: 130.5||| median x_gap: 117.0
Beteiligungen) 12 651 12 651||| max x_gap: 191.0||| mean x_gap: 134.75||| median x_gap: 126.5
Umlaufvermögen 69 220 70 790||| max x_gap: 191.0||| mean x_gap: 128.75||| median x_gap: 114.5
Vorräte 38 116 38 499||| max x_gap: 295.0||| mean x_gap: 169.75||| median x_gap: 144.5
Wertpapiere) 5 331 4 041||| max x_gap: 261.0||| mean x_gap: 182.666666667||| median x_gap: 193.0
Eigenkapital 68 000 69 500||| max x_gap: 230.0||| mean x_gap: 153.25||| median x_gap: 144.0
(davon A. -K.) 55 000 55 000||| max x_gap: 263.0||| mean x_gap: 141.4||| median x_gap: 97.0
Fremdkapital 78 688 84 626||| max x_gap: 205.0||| mean x_gap: 147.0||| median x_gap: 144.0
Gewinnnach Vortrag 4 633 5 500||| max x_gap: 436.0||| mean x_gap: 241.333333333||| median x_gap: 190.0
1962 1963||| max x_gap: 289.0||| mean x_gap: 289.0||| median x_gap: 289.0
Löhne und Gehälter 58 854 62 740||| max x_gap: 200.0||| mean x_gap: 125.166666667||| median x_gap: 96.5
Abschreibungen 12 424 14 290||| max x_gap: 191.0||| mean x_gap: 135.25||| median x_gap: 127.0
Umsatzerlöse 235 732 258 352||| max x_gap: 199.0||| mean x_gap: 145.0||| median x_gap: 143.5
Dividenden ab 1958: 6, 6.5, 7,7,7,7 %||| max x_gap: 324.0||| mean x_gap: 142.5||| median x_gap: 96.0
Dividenden ab 1958: 10,12,13,14,14,14 %||| max x_gap: 397.0||| mean x_gap: 166.75||| median x_gap: 103.0
Dividenden ab 1958: 12,13,13,15,15,15 %||| max x_gap: 396.0||| mean x_gap: 166.75||| median x_gap: 103.5
Dividenden ab1958: 11,12,14,14,15,15 %||| max x_gap: 548.0||| mean x_gap: 222.333333333||| median x_gap: 67.0
Dividenden ab 1958: 10,12,14,10,14,14 %||| max x_gap: 425.0||| mean x_gap: 166.75||| median x_gap: 96.0
Dividendenab 1957/58:9, 10, 12, 14, 25, 20%||| max x_gap: 316.0||| mean x_gap: 120.4||| median x_gap: 80.0
Dividenden ab 1957/58: 11,12,14,14,16,||| max x_gap: 367.0||| mean x_gap: 210.666666667||| median x_gap: 201.0
Dividenden ab 1958: 12,14,16,18,18,18 %||| max x_gap: 395.0||| mean x_gap: 166.75||| median x_gap: 103.5
Dividenden ab 1958: 10,12,13,14,15,15 %||| max x_gap: 395.0||| mean x_gap: 166.75||| median x_gap: 103.5
Dividenden ab 1958: 5.5, 7,7,7,7,7 %||| max x_gap: 323.0||| mean x_gap: 143.0||| median x_gap: 96.5
Dividenden ab 1957/58: 5, 6,6,6,6,6 %||| max x_gap: 276.0||| mean x_gap: 149.0||| median x_gap: 133.0
Dividendenab 1958: 14,16,20,16,20,18 %||| max x_gap: 366.0||| mean x_gap: 200.0||| median x_gap: 127.0
H.-V.v.29.5.1951. Lt.H.-V.v.1.3.1955||| max x_gap: 456.0||| mean x_gap: 456.0||| median x_gap: 456.0
Erhöhung auf DM 369 000 000.-, lt.H.-V.||| max x_gap: 208.0||| mean x_gap: 117.166666667||| median x_gap: 88.0
v.20.9.1955 auf DM 428 000 000. -, lt.||| max x_gap: 307.0||| mean x_gap: 132.333333333||| median x_gap: 96.5
H.-V.v.27.10.1959 auf DM 575 000 000.-,||| max x_gap: 259.0||| mean x_gap: 134.4||| median x_gap: 90.0
H.-V.v.6.2.1963 auf DM 960 000 000. -.||| max x_gap: 410.0||| mean x_gap: 137.333333333||| median x_gap: 87.5
DM 320 000 000 Inhaber-Vorzugsaktien oh-||| max x_gap: 507.0||| mean x_gap: 170.4||| median x_gap: 88.0
703700 (St.,-Akt.); 703703 (Vorz.-Akt.)||| max x_gap: 296.0||| mean x_gap: 234.666666667||| median x_gap: 244.0
425 750 Inh.-Vorz.-Akt. zu je DM 400.-||| max x_gap: 369.0||| mean x_gap: 141.166666667||| median x_gap: 88.5
ultimo 1948 36,25 %||| max x_gap: 239.0||| mean x_gap: 157.666666667||| median x_gap: 183.0
II 1949 81,50 %||| max x_gap: 262.0||| mean x_gap: 184.333333333||| median x_gap: 241.0
lt 1950 71,75 %||| max x_gap: 264.0||| mean x_gap: 185.0||| median x_gap: 240.0
II 1951 137,5 %||| max x_gap: 259.0||| mean x_gap: 184.666666667||| median x_gap: 220.0
II 1952 106 %||| max x_gap: 261.0||| mean x_gap: 184.666666667||| median x_gap: 169.0
ultimo 1953 135 %++)||| max x_gap: 190.0||| mean x_gap: 179.333333333||| median x_gap: 179.0
II 1954 215 %||| max x_gap: 264.0||| mean x_gap: 184.666666667||| median x_gap: 166.0
II 1955 218 % 206 %||| max x_gap: 263.0||| mean x_gap: 168.4||| median x_gap: 165.0
11 1956 208 % 200 .%||| max x_gap: 262.0||| mean x_gap: 168.4||| median x_gap: 165.0
II 1957 201 % 194,5 %||| max x_gap: 262.0||| mean x_gap: 168.2||| median x_gap: 164.0
11 1958 365 % 347 7/8 %||| max x_gap: 262.0||| mean x_gap: 140.166666667||| median x_gap: 144.5
II 1959 610 % 589,5 %||| max x_gap: 262.0||| mean x_gap: 168.2||| median x_gap: 168.0
lt 1960 868 % 837 %||| max x_gap: 262.0||| mean x_gap: 168.2||| median x_gap: 166.0
II 1961 720 % 672 %||| max x_gap: 259.0||| mean x_gap: 168.2||| median x_gap: 164.0
11 1962 605 % 586 %||| max x_gap: 261.0||| mean x_gap: 168.2||| median x_gap: 166.0
II 1963 609 % 580 %||| max x_gap: 262.0||| mean x_gap: 168.2||| median x_gap: 165.0
30. Sept. 1964 563,5 % 551,5 %||| max x_gap: 216.0||| mean x_gap: 139.333333333||| median x_gap: 128.5
+) Erste Notierung am 2.11.1955||| max x_gap: 230.0||| mean x_gap: 168.5||| median x_gap: 181.5
H/1948/49-1957/58: insgesamt 66,5 %||| max x_gap: 231.0||| mean x_gap: 131.333333333||| median x_gap: 113.0
schlag 20,33 % (25.5.);||| max x_gap: 179.0||| mean x_gap: 121.666666667||| median x_gap: 135.0
schlag 18,50 % (25.5.);||| max x_gap: 178.0||| mean x_gap: 121.333333333||| median x_gap: 135.0
schlag 85,375 % (31.3.);||| max x_gap: 178.0||| mean x_gap: 129.333333333||| median x_gap: 159.0
schlag 81,500 % (31.3.);||| max x_gap: 178.0||| mean x_gap: 129.333333333||| median x_gap: 159.0
schlag 45,375 % (2.3.);||| max x_gap: 160.0||| mean x_gap: 121.666666667||| median x_gap: 154.0
schlag 40, 500 % (2.3.);||| max x_gap: 155.0||| mean x_gap: 121.333333333||| median x_gap: 131.0
30.6.1962 30.6.1963||| max x_gap: 409.0||| mean x_gap: 409.0||| median x_gap: 409.0
Beteiligungen) 617 656 638 230||| max x_gap: 202.0||| mean x_gap: 138.75||| median x_gap: 128.5
Umlaufvermögen 537 858 574 620||| max x_gap: 175.0||| mean x_gap: 132.0||| median x_gap: 129.0
Vorräte 31 107 34 084||| max x_gap: 333.0||| mean x_gap: 172.75||| median x_gap: 130.5
Lieferforderungen 179 727 185 363||| max x_gap: 209.0||| mean x_gap: 115.75||| median x_gap: 102.5
Wertpapiere) 172 288 256 370||| max x_gap: 224.0||| mean x_gap: 144.75||| median x_gap: 129.0
(davon A.-K.) 795 000 960 000||| max x_gap: 306.0||| mean x_gap: 144.2||| median x_gap: 96.0
Anzahlungen) 11 722 7 592||| max x_gap: 224.0||| mean x_gap: 144.5||| median x_gap: 130.0
Gewinnnach Vortrag 132 489 136 845||| max x_gap: 382.0||| mean x_gap: 184.0||| median x_gap: 129.0
1961/62 1962/63||| max x_gap: 258.0||| mean x_gap: 258.0||| median x_gap: 258.0
Löhne und Gehälter 175 917 190 530||| max x_gap: 200.0||| mean x_gap: 127.0||| median x_gap: 108.5
Abschreibungen 320 963 361 991||| max x_gap: 200.0||| mean x_gap: 137.5||| median x_gap: 127.5
EEV-Steuern u.LAG 275 253 277 644||| max x_gap: 161.0||| mean x_gap: 122.2||| median x_gap: 98.0
Sonstige Steuern 72 152 82 718||| max x_gap: 182.0||| mean x_gap: 142.8||| median x_gap: 161.0
träge 19 110 17 138||| max x_gap: 392.0||| mean x_gap: 186.5||| median x_gap: 129.0
Sitz: 1000 Berlin 33, Hohenzollerndamm 150||| max x_gap: 490.0||| mean x_gap: 301.0||| median x_gap: 347.0
Dividenden ab 1963 (1.4.-31.12.): 10,5,||| max x_gap: 322.0||| mean x_gap: 142.25||| median x_gap: 92.5
16, 16,16 %||| max x_gap: 177.0||| mean x_gap: 177.0||| median x_gap: 177.0
1963(1.7.-31.12.):6,12, 14, 16, 16 %||| max x_gap: 660.0||| mean x_gap: 354.0||| median x_gap: 354.0
Wertpapier-Kenn-Nr. : 503800||| max x_gap: 589.0||| mean x_gap: 378.0||| median x_gap: 378.0
14, 12.1978 jederzeit, ausgenommen vom||| max x_gap: 398.0||| mean x_gap: 273.333333333||| median x_gap: 320.0
15.bis 31.12. der Jahre 1969-1977||| max x_gap: 168.0||| mean x_gap: 145.25||| median x_gap: 141.0
1948-1951: Hamburg; 1952 und 1953:||| max x_gap: 219.0||| mean x_gap: 136.0||| median x_gap: 118.5
50 25% 57 187% 64 501%||| max x_gap: 215.0||| mean x_gap: 145.8||| median x_gap: 102.0
5145% 58 300 % 65 444 %||| max x_gap: 319.0||| mean x_gap: 130.666666667||| median x_gap: 102.0
1949/50-1957/58: insgesamt 65 %||| max x_gap: 413.0||| mean x_gap: 174.666666667||| median x_gap: 63.0
16, 18, 19)||| max x_gap: 141.0||| mean x_gap: 141.0||| median x_gap: 141.0
1963 (1.10. -31.12.): 4 % (Div.Sch.Nr. 20)||| max x_gap: 242.0||| mean x_gap: 132.0||| median x_gap: 133.5
(21.10.); Div.Sch. Nr.5||| max x_gap: 212.0||| mean x_gap: 212.0||| median x_gap: 212.0
(20.5.); Div.Sch. Nr.11||| max x_gap: 211.0||| mean x_gap: 192.0||| median x_gap: 192.0
i.V.11:2 zu 100 %; Abschlag 6,08%||| max x_gap: 215.0||| mean x_gap: 149.8||| median x_gap: 179.0
19,80 % (1.3.); Div. Sch. Nr. 22 2)||| max x_gap: 281.0||| mean x_gap: 161.0||| median x_gap: 148.0
0,125 % (11.7.); Div. Sch. Nr. 24 +)||| max x_gap: 189.0||| mean x_gap: 115.333333333||| median x_gap: 110.0
27,55 %(8.7.); Div. Sch. Nr. 27||| max x_gap: 257.0||| mean x_gap: 181.5||| median x_gap: 181.5
2) außerdem: DM 100 100.- i.V. 10:7 zu||| max x_gap: 239.0||| mean x_gap: 117.285714286||| median x_gap: 87.0
31.12.1966 31.12.1967||| max x_gap: 284.0||| mean x_gap: 284.0||| median x_gap: 284.0
Anlagevermögen 936 853 903 050||| max x_gap: 189.0||| mean x_gap: 137.0||| median x_gap: 133.0
Beteiligungen) 514 080 522 848||| max x_gap: 193.0||| mean x_gap: 142.5||| median x_gap: 142.0
Vorräte 524 205 364 777||| max x_gap: 322.0||| mean x_gap: 174.0||| median x_gap: 141.5
Lieferforderungen 684 385 877 360||| max x_gap: 188.0||| mean x_gap: 119.75||| median x_gap: 98.5
Wertpapiere) 304 136 470 303||| max x_gap: 201.0||| mean x_gap: 144.5||| median x_gap: 142.5
Eigenkapital 758 169 889 434||| max x_gap: 259.0||| mean x_gap: 159.0||| median x_gap: 142.0
(davon A. -K.) 459 900 459 900||| max x_gap: 192.0||| mean x_gap: 121.5||| median x_gap: 98.0
Fremdkapital 2 263 967 1 853 226||| max x_gap: 235.0||| mean x_gap: 122.2||| median x_gap: 94.0
Bilanzgewinn 74 294 73 584||| max x_gap: 242.0||| mean x_gap: 155.0||| median x_gap: 141.0
1966 1967||| max x_gap: 284.0||| mean x_gap: 284.0||| median x_gap: 284.0
Beteiligungserträge 56 690 80 577||| max x_gap: 189.0||| mean x_gap: 119.5||| median x_gap: 98.0
Abschreibungen 131 229 114 164||| max x_gap: 189.0||| mean x_gap: 141.25||| median x_gap: 140.5
EEV-Steuern 47 219 46 316||| max x_gap: 240.0||| mean x_gap: 154.5||| median x_gap: 142.0
Jahresüberschuß 78 580 154753||| max x_gap: 189.0||| mean x_gap: 148.666666667||| median x_gap: 163.0
Dividenden ab 1962: 18, 18, 18, 20, 20,18 %||| max x_gap: 297.0||| mean x_gap: 130.8||| median x_gap: 105.0
Wertpapier-Kenn-Nr.: 500100||| max x_gap: 756.0||| mean x_gap: 756.0||| median x_gap: 756.0
31 250 Inh.-St.-Akt. zu je DM 100.-||| max x_gap: 295.0||| mean x_gap: 128.833333333||| median x_gap: 90.5
1948 21% 1955 156 % 1962 610%||| max x_gap: 208.0||| mean x_gap: 119.333333333||| median x_gap: 102.0
50 89% 57 152% 64 586 %||| max x_gap: 206.0||| mean x_gap: 126.666666667||| median x_gap: 101.0
54 142 %+) 61 825% 68 675%||| max x_gap: 204.0||| mean x_gap: 119.333333333||| median x_gap: 104.5
11/1948/49-1958: insgesamt 60%||| max x_gap: 230.0||| mean x_gap: 169.5||| median x_gap: 169.5
1959: 12 % (Div.Sch.Nr. 6)||| max x_gap: 291.0||| mean x_gap: 118.0||| median x_gap: 67.0
1960: 15 % (Div.Sch.Nr. 7)||| max x_gap: 212.0||| mean x_gap: 118.0||| median x_gap: 107.0
1961: 16 % (Div.Sch.Nr. 8)||| max x_gap: 289.0||| mean x_gap: 118.0||| median x_gap: 67.0
1964: 18% +1,61 % +) (Div.Sch.Nr. 3)||| max x_gap: 291.0||| mean x_gap: 116.666666667||| median x_gap: 76.0
81,40 % (15. 7.); Div.Sch.Nr. 4||| max x_gap: 361.0||| mean x_gap: 133.25||| median x_gap: 70.0
31.12.1966 31.12.1967||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Anlagevermögen 168 235 164 230||| max x_gap: 189.0||| mean x_gap: 137.25||| median x_gap: 133.5
Beteiligungen) 95 585 93 550||| max x_gap: 192.0||| mean x_gap: 142.5||| median x_gap: 142.0
Umlaufvermögen 253 372 270 486||| max x_gap: 215.0||| mean x_gap: 135.5||| median x_gap: 129.5
Vorräte 68 790 57 495||| max x_gap: 321.0||| mean x_gap: 175.0||| median x_gap: 142.5
Lieferforderungen 42 878 69 805||| max x_gap: 189.0||| mean x_gap: 120.25||| median x_gap: 99.0
Wertpapiere 80 444 99 346||| max x_gap: 211.0||| mean x_gap: 147.25||| median x_gap: 142.0
Eigenkapital 164 464 164 241||| max x_gap: 258.0||| mean x_gap: 158.5||| median x_gap: 142.0
(davon A.-K.) 88 000 88 000||| max x_gap: 291.0||| mean x_gap: 146.2||| median x_gap: 95.0
Wertberichtigungen 1 263 2 099||| max x_gap: 190.0||| mean x_gap: 121.75||| median x_gap: 102.0
Fremdkapital 256 600 269 485||| max x_gap: 233.0||| mean x_gap: 153.25||| median x_gap: 142.5
Anzahlungen) 4 031 1558||| max x_gap: 216.0||| mean x_gap: 165.666666667||| median x_gap: 190.0
Bilanzgewinn 16 855 16 855||| max x_gap: 243.0||| mean x_gap: 155.5||| median x_gap: 141.5
1966 1967||| max x_gap: 281.0||| mean x_gap: 281.0||| median x_gap: 281.0
Umsatzerlöse 293 348 303 443||| max x_gap: 227.0||| mean x_gap: 151.0||| median x_gap: 141.5
Materialaufwand 120 079 120 999||| max x_gap: 189.0||| mean x_gap: 137.0||| median x_gap: 133.0
Personalaufwand 90 780 89 063||| max x_gap: 189.0||| mean x_gap: 135.0||| median x_gap: 128.5
trägen 15 345 16 27 3||| max x_gap: 354.0||| mean x_gap: 145.8||| median x_gap: 94.0
Beteiligungserträge 9 923 10 147||| max x_gap: 188.0||| mean x_gap: 118.75||| median x_gap: 97.5
Abschreibungen 25 718 25 247||| max x_gap: 190.0||| mean x_gap: 140.5||| median x_gap: 141.0
EEV-Steuern 29 548 34 522||| max x_gap: 243.0||| mean x_gap: 155.0||| median x_gap: 141.5
Jahresüberschuß 22 855 25 855||| max x_gap: 188.0||| mean x_gap: 135.25||| median x_gap: 129.5
Straße 38-52, Postfach 187||| max x_gap: 205.0||| mean x_gap: 146.333333333||| median x_gap: 149.0
777900 (St.-Akt.); 777903 (Vorz. -Akt.)||| max x_gap: 241.0||| mean x_gap: 165.75||| median x_gap: 152.5
49 100 % 57305% 65265 %||| max x_gap: 313.0||| mean x_gap: 155.8||| median x_gap: 152.0
51135% 59 600 % 67 288 %||| max x_gap: 318.0||| mean x_gap: 130.5||| median x_gap: 102.0
52 102 % +) 601110 % 68 181 %||| max x_gap: 212.0||| mean x_gap: 129.666666667||| median x_gap: 126.0
53 102 % 61 (30.9.)||| max x_gap: 303.0||| mean x_gap: 152.75||| median x_gap: 130.0
1965 244% 1967 215%||| max x_gap: 155.0||| mean x_gap: 151.666666667||| median x_gap: 151.0
11/1948/49-1958: insgesamt 73,5 %||| max x_gap: 244.0||| mean x_gap: 134.0||| median x_gap: 108.0
1959: 11 % (Div.Sch.Nr. 9)||| max x_gap: 245.0||| mean x_gap: 140.0||| median x_gap: 119.5
1966: 8 % (Div.Sch.Nr. 18)||| max x_gap: 242.0||| mean x_gap: 185.666666667||| median x_gap: 202.0
1965: Vorz.-Akt.: i. V.5:2 zu 225 %;||| max x_gap: 332.0||| mean x_gap: 150.8||| median x_gap: 86.0
31.12.1966 31.12.1967||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Anlagevermögen 14 741 18 802||| max x_gap: 192.0||| mean x_gap: 129.0||| median x_gap: 117.0
Beteiligungen) 1 422 5 653||| max x_gap: 250.0||| mean x_gap: 178.333333333||| median x_gap: 190.0
Umlaufvermögen 25 353 20 530||| max x_gap: 191.0||| mean x_gap: 128.0||| median x_gap: 113.5
Vorräte 13 833 12 378||| max x_gap: 290.0||| mean x_gap: 167.0||| median x_gap: 142.0
Wertpapiere) 5 041 3 881||| max x_gap: 191.0||| mean x_gap: 134.75||| median x_gap: 128.5
Eigenkapital 14 763 14 525||| max x_gap: 226.0||| mean x_gap: 150.75||| median x_gap: 142.0
(davon A.-K.) 7 000 7 000||| max x_gap: 259.0||| mean x_gap: 140.4||| median x_gap: 96.0
Wertberichtigungen 353 114||| max x_gap: 284.0||| mean x_gap: 227.5||| median x_gap: 227.5
Fremdkapital 25 184 24 892||| max x_gap: 201.0||| mean x_gap: 144.5||| median x_gap: 142.5
Bilanzgewinn 612 179||| max x_gap: 305.0||| mean x_gap: 295.0||| median x_gap: 295.0
1966 1967||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Umsatzerlöse 64 906 45 252||| max x_gap: 198.0||| mean x_gap: 143.25||| median x_gap: 141.0
Materialaufwand 50 921 39 042||| max x_gap: 192.0||| mean x_gap: 128.75||| median x_gap: 117.0
Personalaufwand 8 871 7 499||| max x_gap: 191.0||| mean x_gap: 127.75||| median x_gap: 114.5
Beteiligungserträge 1 003 504||| max x_gap: 284.0||| mean x_gap: 149.666666667||| median x_gap: 97.0
Abschreibungen 1 842 1 474||| max x_gap: 187.0||| mean x_gap: 133.25||| median x_gap: 125.5
EEV-Steuern 344 350||| max x_gap: 307.0||| mean x_gap: 295.5||| median x_gap: 295.5
Verwaltung: 7000||| max x_gap: 120.0||| mean x_gap: 120.0||| median x_gap: 120.0
Sa,-Nr. 30 21||| max x_gap: 175.0||| mean x_gap: 117.5||| median x_gap: 117.5
Dividenden ab 1966: 0,0,8,7,7,9 %||| max x_gap: 270.0||| mean x_gap: 127.5||| median x_gap: 93.5
Dividenden ab 1966: 6,6,7,7,7,8 %||| max x_gap: 271.0||| mean x_gap: 127.5||| median x_gap: 93.5
550000 (Inh. -St. -Akt.);||| max x_gap: 243.0||| mean x_gap: 176.0||| median x_gap: 176.0
550003 (Nam. -Vorz.-Akt.)||| max x_gap: 150.0||| mean x_gap: 145.5||| median x_gap: 145.5
ab 15.10.1968 Stücknotiz für DM 50. -||| max x_gap: 402.0||| mean x_gap: 125.166666667||| median x_gap: 78.0
55 398 % 64 761% (29.9,•)||| max x_gap: 188.0||| mean x_gap: 122.2||| median x_gap: 109.0
11/1948/49-1966: insgesamt 207 %||| max x_gap: 228.0||| mean x_gap: 120.666666667||| median x_gap: 84.0
1968: 14 % (Div.Sch.Nr. 24)||| max x_gap: 242.0||| mean x_gap: 117.75||| median x_gap: 91.0
1970:17 % +1,5 % Bonus (Div.Sch.Nr. 27)||| max x_gap: 367.0||| mean x_gap: 157.8||| median x_gap: 131.0
1971: 17 % (Div.Sch.Nr. 28)||| max x_gap: 258.0||| mean x_gap: 120.75||| median x_gap: 88.0
1960: i.V. 2:3 BA; rechn. Abschlag 4632 %,||| max x_gap: 306.0||| mean x_gap: 133.333333333||| median x_gap: 97.0
1961:i.V. 2:1, BA; rechn. Abschlag 843 %,||| max x_gap: 284.0||| mean x_gap: 159.8||| median x_gap: 150.0
1963: i.V. 4:1, BA; rechn. Abschlag 281 %,||| max x_gap: 281.0||| mean x_gap: 133.166666667||| median x_gap: 101.5
(23.8.); Div.Sch.Nr. 15||| max x_gap: 227.0||| mean x_gap: 208.0||| median x_gap: 208.0
1965: i.V. 8:1, BA; rechn.Abschlag 68,90%||| max x_gap: 350.0||| mean x_gap: 163.8||| median x_gap: 102.0
i.V. 8:1 zu 100 % rechn.Wert 54,90%||| max x_gap: 258.0||| mean x_gap: 117.166666667||| median x_gap: 85.0
(17.8.); Div.Sch.Nr. 20||| max x_gap: 189.0||| mean x_gap: 189.0||| median x_gap: 189.0
31.12.1970 31.12.1971||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Beteiligungen 371 676 348 811||| max x_gap: 207.0||| mean x_gap: 144.25||| median x_gap: 142.5
Vorräte 1 010 668 993 489||| max x_gap: 239.0||| mean x_gap: 139.2||| median x_gap: 88.0
Lieferforderungen. 530 487 432 583||| max x_gap: 196.0||| mean x_gap: 119.75||| median x_gap: 98.5
Wertpapiere) 307 564 470 239||| max x_gap: 203.0||| mean x_gap: 143.5||| median x_gap: 142.5
Eigenkapital 1522 417 1 721 447||| max x_gap: 176.0||| mean x_gap: 126.4||| median x_gap: 109.0
(davon A.-K.) 761 015 761 015||| max x_gap: 296.0||| mean x_gap: 145.4||| median x_gap: 88.0
Wertberichtigungen 59 600 59 600||| max x_gap: 486.0||| mean x_gap: 214.0||| median x_gap: 141.5
Fremdkapital 2 376 199 2 688 952||| max x_gap: 239.0||| mean x_gap: 122.0||| median x_gap: 89.0
Anzahlungen) 30 921 36 041||| max x_gap: 221.0||| mean x_gap: 147.0||| median x_gap: 141.5
Bilanzgewinn 140 601 205 039||| max x_gap: 249.0||| mean x_gap: 154.5||| median x_gap: 142.0
1970 1971||| max x_gap: 281.0||| mean x_gap: 281.0||| median x_gap: 281.0
träge 16 841 21 727||| max x_gap: 380.0||| mean x_gap: 187.5||| median x_gap: 142.0
Abschreibungen 435 874 603 695||| max x_gap: 195.0||| mean x_gap: 140.5||| median x_gap: 140.0
EEV-Steuern 418 114 303 485||| max x_gap: 248.0||| mean x_gap: 154.25||| median x_gap: 141.0
Jahresüberschuß 246 003 206 535||| max x_gap: 196.0||| mean x_gap: 134.75||| median x_gap: 128.0
30, Postfach 162||| max x_gap: 207.0||| mean x_gap: 146.5||| median x_gap: 146.5
Wertpapier-Kenn-Nr.: 860027||| max x_gap: 755.0||| mean x_gap: 755.0||| median x_gap: 755.0
1959 188DM 1964 174DM 1969 146DM||| max x_gap: 182.0||| mean x_gap: 162.4||| median x_gap: 182.0
60 136 DM 65 164DM 70 146DM||| max x_gap: 214.0||| mean x_gap: 162.2||| median x_gap: 182.0
61 140 DM 66 71 116DM||| max x_gap: 315.0||| mean x_gap: 163.6||| median x_gap: 132.0
62 175DM 67 172DM 72 120 DM||| max x_gap: 185.0||| mean x_gap: 135.833333333||| median x_gap: 132.5
63 195DM 68 202DM (29.9.)||| max x_gap: 183.0||| mean x_gap: 144.25||| median x_gap: 157.5
1967: hfl 6,85 +10% +) (Div.Sch.Nr.||| max x_gap: 292.0||| mean x_gap: 135.2||| median x_gap: 107.0
1968: hfl 7,-- +12,5 % +) (Div.Sch.Nr.||| max x_gap: 291.0||| mean x_gap: 144.4||| median x_gap: 73.0
1969: hfl 7,25 + 11,1% +) (Div.Sch.Nr.||| max x_gap: 292.0||| mean x_gap: 144.6||| median x_gap: 107.0
1970 u.1971: je hfl 7,25 (Div.Sch.Nr.||| max x_gap: 291.0||| mean x_gap: 139.4||| median x_gap: 107.0
148/149 u.150/151)||| max x_gap: 241.0||| mean x_gap: 241.0||| median x_gap: 241.0
31.12.1970 31.12.1971||| max x_gap: 276.0||| mean x_gap: 276.0||| median x_gap: 276.0
Anlagevermögen 20 990115 21 779 088||| max x_gap: 254.0||| mean x_gap: 141.8||| median x_gap: 107.0
Umlaufvermögen 635 772 612 088||| max x_gap: 196.0||| mean x_gap: 135.5||| median x_gap: 130.0
Forderungen 510 477 497 010||| max x_gap: 228.0||| mean x_gap: 149.25||| median x_gap: 142.0
Barmittel) 125 295 115 078||| max x_gap: 276.0||| mean x_gap: 161.5||| median x_gap: 142.0
Fremdkapital 515 031 513 958||| max x_gap: 240.0||| mean x_gap: 152.75||| median x_gap: 143.5
Gewinnvortrag 182 567 159 957||| max x_gap: 217.0||| mean x_gap: 147.25||| median x_gap: 143.0
1970 1971||| max x_gap: 277.0||| mean x_gap: 277.0||| median x_gap: 277.0
wendungen 13 136 9295||| max x_gap: 273.0||| mean x_gap: 185.666666667||| median x_gap: 197.0
Nettoergebnis 975 600 948 833||| max x_gap: 236.0||| mean x_gap: 151.5||| median x_gap: 142.0
Beteiligungserträge 972 187 947 706||| max x_gap: 197.0||| mean x_gap: 120.25||| median x_gap: 99.0
Ausgegebenes Kapital:hfl 907 625 000.-||| max x_gap: 190.0||| mean x_gap: 147.5||| median x_gap: 156.0
Am 31.12.1971 betrug die Anzahl der Ak-||| max x_gap: 327.0||| mean x_gap: 136.166666667||| median x_gap: 89.5
1952-1966: insgesamt hfl 185, 19||| max x_gap: 247.0||| mean x_gap: 118.5||| median x_gap: 85.5
1970: hfl 5,43 (Div.Sch.Nr. 85/86)||| max x_gap: 330.0||| mean x_gap: 157.0||| median x_gap: 113.0
1971: hfl 6, 20 (Div.Sch.Nr. 87/88)||| max x_gap: 330.0||| mean x_gap: 173.25||| median x_gap: 155.5
